200103,27702,BMLFUW-UW.1.3.2/0354-V/4/2009,2010-01-01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,671,,,,,,,Excluded,,0,Not Calculated,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
83,CMOÖ GuD Anlage Laakirchen,IPA102,2005-04-14,,253605,243736,243736,243736,243736,A,253605,223958,223958,467694,467694,A,253605,234895,234895,702589,702589,A,243831,240789,240789,240789,240789,A,243831,234321,234321,475110,475110,A,243831,236053,236053,711163,711163,A,243831,238288,238288,949451,949451,A,243831,227591,227591,1177042,1177042,A,5743,159977,159977,159977,159977,A,5140,129499,129499,289476,289476,A,4553,116886,116886,406362,406362,A,3985,137345,137345,543707,543707,A,3435,137915,137915,681622,681622,A,2903,180671,180671,862293,862293,A,2388,214667,214667,1076960,1076960,A,1892,177542,177542,1254502,1254502,A,2272,208414,208414,208414,208414,A,2214,,,,,,2156,,,,,,2097,,,,,,2039,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
31,Zementwerk Hatschek GmbH,IZE077,2004-01-01,,343437,369924,369924,369924,369924,A,343437,397422,397422,767346,767346,A,343437,397936,397937,1165283,1165282,A,333309,385307,385307,385307,385307,A,333309,356692,356692,741999,741999,A*,392937,310139,310139,1052138,1052138,A,354992,327781,327781,1379919,1379919,A,354992,344237,344237,1724156,1724156,A,355431,281768,281768,281768,281768,A,349257,331127,331127,612895,612895,A,343011,328182,328182,941077,941077,A,336700,331383,331383,1272460,1272460,A,330320,367391,367391,1639851,1639851,A,323879,328580,328580,1968431,1968431,A,317358,253322,253322,2221753,2221753,A,310813,373604,373604,2595357,2595357,A,289845,377113,377113,377113,377113,A,338477,,,,,,338477,,,,,,338477,,,,,,338477,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
37,F.M. Hämmerle Dornbirn,ICH203,2004-01-02,2014-04-26,12899,9561,9561,9561,9561,A,12899,9125,9125,18686,18686,A,12899,9501,9501,28187,28187,A,9981,7407,2370,2370,7407,B*,9981,3495,3495,5865,10902,B,9981,3896,3896,9761,14798,B,9981,919,919,10680,15717,B,0,Not Reported,,0,Not Calculated,C,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
108,Energie Steiermark - FHKW Thondorf,EFE038,2004-01-01,,96790,91548,91548,91548,91548,A,96790,66583,66583,158131,158131,A,96790,83979,83979,242110,242110,A,89789,56233,56233,56233,56233,A,89789,57343,57343,113576,113576,A,89789,67935,67935,181511,181511,A,89789,61734,61734,243245,243245,A,89789,47954,47954,291199,291199,A,17417,28440,28440,28440,28440,A,3897,15358,15358,43798,43798,A,0,14399,14399,58197,58197,A,0,14075,14075,72272,72272,A,0,16682,16682,88954,88954,A,0,15204,15204,104158,104158,A,0,14593,14593,118751,118751,A,0,13941,13941,132692,132692,A,33,15561,15561,15561,15561,A,33,,,,,,32,,,,,,31,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
5,FunderMax Wr. Neudorf,ICH113,2004-01-02,,24003,29943,29943,29943,29943,A,24003,34345,34345,64288,64288,A,24003,33272,33272,97560,97560,A,27343,23865,23865,23865,23865,A,27343,24304,24304,48169,48169,A,27343,25117,25117,73286,73286,A,27343,25940,25940,99226,99226,A,27343,25475,25475,124701,124701,A,26223,30819,30819,30819,30819,A,25697,29079,29079,59898,59898,A,25167,28969,28969,88867,88867,A,24636,30222,30222,119089,119089,A,24102,30088,30088,149177,149177,A,23566,30922,30922,180099,180099,A,23026,33020,33020,213119,213119,A,22488,32040,32040,245159,245159,A,24644,35920,35920,35920,35920,A,25877,,,,,,25877,,,,,,25877,,,,,,25877,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
3,Ziegelwerk Danreiter Ried im Innkreis,IZI155,2004-01-01,,7397,5855,5855,5855,5855,A,7397,3500,3500,9355,9355,A,7397,4346,4346,13701,13701,A,5927,3670,3670,3670,3670,A,5927,2904,2904,6574,6574,A,5927,2861,2861,9435,9435,A,5927,4162,4162,13597,13597,A,5927,4082,4082,17679,17679,A,3494,4017,4017,4017,4017,A,3434,3064,3064,7081,7081,A,3373,3075,3075,10156,10156,A,3311,3436,3436,13592,13592,A,3248,3487,3487,17079,17079,A,3185,3738,3738,20817,20817,A,3120,5129,5129,25946,25946,A,3056,5548,5548,31494,31494,A,4415,5611,5611,5611,5611,A,4572,,,,,,4572,,,,,,4572,,,,,,4572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
59,DSM Fine Chemicals Austria Linz,ICH112,2006-03-29,2020-01-02,32491,30883,30883,30883,30883,A,32491,23660,23660,54543,54543,A,32491,25366,25366,79909,79909,A,31421,31412,31412,31412,31412,A,31421,30236,30236,61648,61648,A,32432,21485,21485,83133,83133,A,32479,18911,18911,102044,102044,A,31830,22732,22732,124776,124776,A,90297,94294,94294,94294,94294,A,88729,94318,94318,188612,188612,A,87142,93010,93010,281622,281622,A,85539,8373,8373,289995,289995,A,13237,9051,9051,299046,299046,A,12980,8695,8695,307741,307741,A,12718,9459,9459,317200,317200,A,12455,9683,9683,326883,326883,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
53,Metadynea Austria - Krems,ICH108,2005-08-08,,1526,1371,1371,1371,1371,A,1526,1231,1231,2602,2602,A,1526,644,644,3246,3246,A,1408,1203,1203,1203,1203,A,1408,855,855,2058,2058,A,1408,404,404,2462,2462,A,1408,264,264,2726,2726,A,1408,320,320,3046,3046,A,19446,16663,16664,16664,16663,A*,19109,17923,17922,34586,34586,A,18767,18161,18161,52747,52747,A,18422,18188,18188,70935,70935,A,18073,20052,20052,90987,90987,A,17720,20139,20139,111126,111126,A,17363,20111,20111,131237,131237,A,17005,19961,19961,151198,151198,A,16330,20793,20793,20793,20793,A,15830,,,,,,15830,,,,,,15830,,,,,,15830,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
69,Kaindl Holzindustrie Wals,IHO192,2004-01-01,,61559,78296,78296,78296,78296,A,61559,72808,72808,151104,151104,A,61559,73987,73987,225091,225091,A,90752,70919,70919,70919,70919,A,90752,56220,56220,127139,127139,A,90752,59204,59204,186343,186343,A,90752,49880,49880,236223,236223,A,90752,45801,43123,279346,279346,A*,145063,40234,42912,42912,40234,A,142542,25262,25262,68174,65496,A,91990,20813,20813,88987,86309,A,80485,17666,17666,106653,103975,A,69335,19581,19581,126234,123556,A,58545,20301,20301,146535,143857,A,48105,18432,18432,164967,162289,A,38056,17640,17640,182607,179929,A,91933,25834,25834,25834,25834,A,100270,,,,,,100270,,,,,,100270,,,,,,100270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
4,Wienerberger Blindenmarkt,IZI146-1,2004-01-02,2008-03-13,8335,10903,10903,10903,10903,A,8335,6859,6859,17762,17762,A,8335,0,,17762,17762,A,,Not Reported,,0,Not Calculated,C,,Not Reported,,0,Not Calculated,C,,Not Reported,,0,Not Calculated,C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
76,KW Timelkam III,EEW003,2004-01-02,,4030,35077,35077,35077,35077,A,4030,23606,23606,58683,58683,A,4030,5653,5653,64336,64336,A,6268,16845,16845,16845,16845,A,6268,306,306,17151,17151,A,6268,0,,17151,17151,A,6268,0,,17151,17151,A,6268,0,,17151,17151,A,,0,,0,0,A,,0,,0,0,A,,0,,0,0,A,,0,,0,0,A,,0,,0,0,A,,0,,0,0,A,,0,,0,0,A,,0,,0,0,A,,0,,0,0,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
78,Energie AG OÖ HKW Kirchdorf,EFE017,2004-01-02,,14582,14468,14468,14468,14468,A,14582,15097,15097,29565,29565,A,14582,13589,13589,43154,43154,A,13655,13855,13855,13855,13855,A,13655,13785,13785,27640,27640,A,13655,15856,15856,43496,43496,A,13655,13961,13961,57457,57457,A,13655,15473,15473,72930,72930,A,10150,18654,18654,18654,18654,A,9083,17509,17509,36163,36163,A,8047,14754,14754,50917,50917,A,7043,13070,13070,63987,63987,A,6071,15190,15190,79177,79177,A,5130,16311,16311,95488,95488,A,4220,15180,15180,110668,110668,A,3342,14786,14786,125454,125454,A,1943,17714,17714,17714,17714,A,1893,,,,,,1843,,,,,,1793,,,,,,1743,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
79,Energie AG Kraftwerk Riedersbach,EEW001,2004-01-01,,535029,707404,707404,707404,707404,A,535029,730870,730870,1438274,1438274,A,535029,585664,585664,2023938,2023938,A,437140,730397,730397,730397,730397,A,437140,342118,342118,1072515,1072515,A,437140,310019,310019,1382534,1382534,A,437140,253226,253226,1635760,1635760,A,437140,208067,208067,1843827,1843827,A,8994,206401,206401,206401,206401,A,7468,236873,236873,443274,443274,A,6100,270681,270681,713955,713955,A,4888,203045,203045,917000,917000,A,3825,7775,7775,924775,924775,A,3195,6576,6576,931351,931351,A,2628,6660,6660,938011,938011,A,2081,6267,6267,944278,944278,A,1363,6760,6760,6760,6760,A,1328,,,,,,1293,,,,,,1258,,,,,,1223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
91,Kirchdorfer Zementwerk Hofmann GmbH,IZE074,2004-01-01,,239842,219745,219745,219745,219745,A,239842,222135,222135,441880,441880,A,239842,268680,271338,713218,710560,A*,231583,240098,240098,240098,240098,A,231583,235552,235552,475650,475650,A,310605,196287,196287,671937,671937,A,284701,192381,192381,864318,864318,A,284701,222153,222153,1086471,1086471,A,294089,191794,191794,191794,191794,A,288838,203595,203595,395389,395389,A,283533,206097,206097,601486,601486,A,278178,219510,219510,820996,820996,A,272773,189999,189999,1010995,1010995,A,267321,234800,234800,1245795,1245795,A,261809,233084,233084,1478879,1478879,A,256284,238564,238564,1717443,1717443,A,208502,263225,262065,262065,262065,A*,208502,,1160,,,,208502,,,,,,208502,,,,,,208502,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
80,Energie AG Kraftwerk Timelkam II,EEW002,2004-01-01,,269523,365235,365235,365235,365235,A,269523,269774,269774,635009,635009,A,269523,354276,354276,989285,989285,A,171714,155557,155557,155557,155557,A,37606,16798,16798,172355,172355,A,37606,9696,9696,182051,182051,A,37606,3781,3781,185832,185832,A,37606,11240,11240,197072,197072,A,31409,24792,24792,24792,24792,A,28108,20667,20667,45459,45459,A,24900,11131,11131,56590,56590,A,21795,13685,13685,70275,70275,A,18787,5887,5887,76162,76162,A,15876,7118,7118,83280,83280,A,13060,4240,4240,87520,87520,A,10343,5200,5200,92720,92720,A,7267,7313,7313,7313,7313,A,7081,,,,,,6894,,,,,,6707,,,,,,6520,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
81,ENERGIE-Contracting Steyr GmbH,IMS200,2005-04-07,,24541,22141,22141,22141,22141,A,24541,20507,20507,42648,42648,A,24541,16684,16684,59332,59332,A,24051,18377,18377,18377,18377,A,24051,15389,15389,33766,33766,A,24051,19223,19223,52989,52989,A*,24051,14666,14666,67655,67655,A,24051,12388,12388,80043,80043,A,13808,9483,9483,9483,9483,A,12357,6969,6969,16452,16452,A,10946,7941,7941,24393,24393,A,9577,7434,7434,31827,31827,A,8250,9347,9347,41174,41174,A,6966,8447,8447,49621,49621,A,5724,9360,9360,58981,58981,A,4528,9349,9349,68330,68330,A,,11048,11048,11048,11048,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
42,Ernstbrunner Kalktechnik Ernstbrunn,IKA118,2005-04-01,,37687,24591,24591,24591,24591,A,37687,37364,37364,61955,61955,A,37687,49559,49559,111514,111514,A,33635,43916,43916,43916,43916,A,33635,35937,35937,79853,79853,A,33635,30419,30419,110272,110272,A,33635,32757,32757,143029,143029,A,33635,28348,28348,171377,171377,A,38590,28113,28113,28113,28113,A,37920,26343,26343,54456,54456,A,37242,29823,29823,84279,84279,A,36557,28079,28079,112358,112358,A,35864,26945,26945,139303,139303,A,35165,22541,22541,161844,161844,A,34457,22549,22549,184393,184393,A,33746,24738,24738,209131,209131,A,21171,31084,31084,31084,31084,A,21171,,,,,,21171,,,,,,21171,,,,,,21171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
61,Lafarge Perlmooser Retznei,IZE073,2004-01-01,,316474,327304,327304,327304,327304,A,316474,314811,314811,642115,642115,A,316474,319996,319996,962111,962111,A*,293107,337266,337266,337266,337266,A,293107,261992,261992,599258,599258,A,293107,241277,241277,840535,840535,A,293107,276666,276666,1117201,1117201,A,293107,290770,290770,1407971,1407971,A,293901,278083,278083,278083,278083,A,288796,269972,269972,548055,548055,A,283632,308842,308842,856897,856897,A,278413,316567,316567,1173464,1173464,A,273138,323694,323694,1497158,1497158,A,267812,326094,326094,1823252,1823252,A,262420,300968,300968,2124220,2124220,A,257008,331919,331919,2456139,2456139,A,273165,338283,338283,338283,338283,A,273165,,,,,,273165,,,,,,273165,,,,,,273165,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
18,Wien Energie - FHKW Süd Inzersdorf,EFE043,2004-12-22,,4485,6909,6909,6909,6909,A,4485,3098,3098,10007,10007,A,4485,2669,2669,12676,12676,A,6952,4819,4819,4819,4819,A,6952,3190,3190,8009,8009,A,6952,2232,2232,10241,10241,A,6952,2017,2017,12258,12258,A,6952,21164,21164,33422,33422,A,2702,64742,64742,64742,64742,A,2419,45943,45943,110685,110685,A,2142,31223,31223,141908,141908,A,1874,22436,22436,164344,164344,A,1615,48176,48176,212520,212520,A,1363,36272,36272,248792,248792,A,1120,16272,16272,265064,265064,A,886,6046,6046,271110,271110,A,2744,5392,5392,5392,5392,A,1379,,,,,,1379,,,,,,1379,,,,,,1379,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,A,
